,# YTID, start_seconds, end_seconds, positive_labels,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
13449,ZMqvgkdkmJI,20.0,30.0," ""/m/0140xf","/m/04rlf""",,,,,,,,,,
13450,ZMv3OB6XHvQ,30.0,40.0," ""/m/0199g","/m/07yv9""",,,,,,,,,,
13451,ZN0HSZLPjPw,0.0,10.0," ""/m/07phxs1""",,,,,,,,,,,
13452,ZNGJN30LCwM,30.0,40.0," ""/m/0140xf",/m/015lz1,/m/04rlf,"/m/0l14jd""",,,,,,,,
13453,ZNRfTzRWsMg,120.0,130.0," ""/m/0195fx",/m/01g50p,/m/06d_3,"/m/07jdr""",,,,,,,,
13454,ZNUTbWD5ddE,30.0,40.0," ""/m/01z5f",/m/05tny_,/m/068hy,/m/0939n_,/m/0bt9lr,"/m/0jbk""",,,,,,
13455,ZNX-7j3e7Xk,20.0,30.0," ""/m/02z32qm","/m/04rlf""",,,,,,,,,,
13456,ZNYap0-4vJw,30.0,40.0," ""/m/02mk9","/m/07pjwq1""",,,,,,,,,,
13457,ZNiEnYQIh50,30.0,40.0," ""/m/07bgp",/m/07q0h5t,"/m/09x0r""",,,,,,,,,
13458,ZNlciK_2qCA,120.0,130.0," ""/m/01hgjl",/m/04rlf,/m/09x0r,"/t/dd00125""",,,,,,,,
13459,ZNvM9vqV6Es,20.0,30.0," ""/m/068hy",/m/07qz6j3,"/m/0jbk""",,,,,,,,,
13460,ZNxAlM9Vp4Q,130.0,140.0," ""/m/07ptfmf","/m/0dxrf""",,,,,,,,,,
13461,ZO1QhJ7XiFM,460.0,470.0," ""/m/015jpf","/m/09x0r""",,,,,,,,,,
13462,ZO5HCaG6uVM,0.0,10.0," ""/m/0283d""",,,,,,,,,,,
13463,ZO5Y6WWLwh8,0.0,10.0," ""/m/03fwl",/m/09x0r,"/m/0jbk""",,,,,,,,,
13464,ZOGMpGQQ3FI,30.0,40.0," ""/m/01glhc",/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,"/m/0fx80y""",,,,,,
13465,ZOKQFjrfbpw,30.0,40.0," ""/m/03_d0","/m/04rlf""",,,,,,,,,,
13466,ZOZ7Pn86-i4,30.0,40.0," ""/m/04rlf","/m/0l156b""",,,,,,,,,,
13467,ZO_F7gyTh6g,30.0,40.0," ""/m/05r5wn",/m/07qn4z3,"/m/09x0r""",,,,,,,,,
13468,ZOlOsfIK2Rk,270.0,280.0," ""/m/01g50p",/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c,"/t/dd00048""",,,,,,
13469,ZOzavOPeuJQ,100.0,110.0," ""/m/04rlf","/m/05rwpb""",,,,,,,,,,
13470,ZPDBaLv5y7w,580.0,590.0," ""/m/0llzx""",,,,,,,,,,,
13471,ZPGYIJphxpc,0.0,7.0," ""/m/0463cq4""",,,,,,,,,,,
13472,ZPK1hSPI540,220.0,230.0," ""/m/020bb7",/m/04rlf,/m/06cqb,/m/07pggtn,"/t/dd00129""",,,,,,,
13473,ZPT9zbueKMs,0.0,10.0," ""/m/04rmv","/m/0jbk""",,,,,,,,,,
13474,ZPZa1zMpxBU,10.0,20.0," ""/m/015p6",/m/020bb7,"/m/07pggtn""",,,,,,,,,
13475,ZP_8k_31VL0,30.0,40.0," ""/m/07pn_8q""",,,,,,,,,,,
13476,ZQ0WfE3nAEU,230.0,240.0," ""/m/019jd",/m/07hvw1,/m/09x0r,"/t/dd00129""",,,,,,,,
13477,ZQC9pcnHtvg,29.0,39.0," ""/m/02fs_r","/m/09x0r""",,,,,,,,,,
13478,ZQZmQHNL9Tk,0.0,10.0," ""/m/03l9g""",,,,,,,,,,,
13479,ZQnAtQmUhKQ,400.0,410.0," ""/m/012n7d",/m/03j1ly,"/m/03kmc9""",,,,,,,,,
13480,ZQqRtfuEJnk,300.0,310.0," ""/m/0d31p""",,,,,,,,,,,
13481,ZQqiypVYip8,70.0,80.0," ""/m/07rrlb6","/m/09x0r""",,,,,,,,,,
13482,ZQwpXl8qnnk,30.0,40.0," ""/m/04rlf",/m/06bxc,"/m/06j6l""",,,,,,,,,
13483,ZR2gdTc8nJg,210.0,220.0," ""/m/01wy6""",,,,,,,,,,,
13484,ZR48r_8OhUI,50.0,60.0," ""/m/0261r1",/m/09x0r,"/t/dd00125""",,,,,,,,,
13485,ZRJhu8MaDpA,0.0,9.0," ""/m/01y3hg","/m/04rlf""",,,,,,,,,,
13486,ZRRcI5ksmVI,50.0,60.0," ""/m/01j4z9",/m/09x0r,"/t/dd00125""",,,,,,,,,
13487,ZRXn6Di7rqg,4.0,14.0," ""/m/02cz_7","/m/04rlf""",,,,,,,,,,
13488,ZSGRzalgx4s,60.0,70.0," ""/m/01kcd",/m/01wy6,"/m/07c6l""",,,,,,,,,
13489,ZSItez9gTyY,0.0,10.0," ""/m/0395lw""",,,,,,,,,,,
13490,ZSSbpvAdEWI,0.0,10.0," ""/m/0lyf6""",,,,,,,,,,,
13491,ZSVGgkR8GI4,30.0,40.0," ""/m/07pjwq1","/m/09x0r""",,,,,,,,,,
13492,ZSetrRzj1qs,140.0,150.0," ""/m/026fgl","/m/0f8s22""",,,,,,,,,,
13493,ZSljO3DqDDU,30.0,40.0," ""/m/01m4t","/m/09x0r""",,,,,,,,,,
13494,ZSzSDkAIkVg,10.0,20.0," ""/m/02_nn""",,,,,,,,,,,
13495,ZT3einGWZ4Q,20.0,30.0," ""/m/07ryjzk""",,,,,,,,,,,
13496,ZT9bLGrzEik,400.0,410.0," ""/m/0d31p""",,,,,,,,,,,
13497,ZTCHW13GZ4E,170.0,180.0," ""/m/0d31p""",,,,,,,,,,,
13498,ZTVMsW1h3bI,30.0,40.0," ""/m/02w4v",/m/0342h,/m/04rlf,/m/04szw,"/m/0fx80y""",,,,,,,
13499,ZTf9i8y5muo,120.0,130.0," ""/m/02lkt",/m/04rlf,"/m/08cyft""",,,,,,,,,
13500,ZThrC-JVQbc,10.0,20.0," ""/m/09x0r","/t/dd00005""",,,,,,,,,,
13501,ZTs11SyZbSg,30.0,40.0," ""/m/09x0r","/m/0fx9l""",,,,,,,,,,
13502,ZU-zJHTAUt8,30.0,40.0," ""/m/01rd7k",/m/025rv6n,"/m/07svc2k""",,,,,,,,,
13503,ZUPJpA69H_8,270.0,280.0," ""/m/04rlf","/m/07s8j8t""",,,,,,,,,,
13504,ZUg7rRpFGvA,30.0,40.0," ""/m/085jw","/m/0l14l2""",,,,,,,,,,
13505,ZUrZ2PLqZfE,10.0,20.0," ""/m/09x0r",/t/dd00112,"/t/dd00125""",,,,,,,,,
13506,ZVC-E4dq0no,10.0,20.0," ""/m/01g90h""",,,,,,,,,,,
13507,ZVDtuzPVlgU,30.0,40.0," ""/m/012n7d",/m/03j1ly,"/m/03kmc9""",,,,,,,,,
13508,ZVMIk3xYaYo,20.0,30.0," ""/m/02v2lh","/m/04rlf""",,,,,,,,,,
13509,ZVte-QW6gmM,30.0,40.0," ""/m/07phhsh""",,,,,,,,,,,
13510,ZVvX2-ldhvY,30.0,40.0," ""/m/02rr_",/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,"/m/0fx80y""",,,,,
13511,ZVvtgUrkgH0,100.0,110.0," ""/m/03qtwd","/m/04gy_2""",,,,,,,,,,
13512,ZW9lSi8hwEc,110.0,120.0," ""/m/07s02z0""",,,,,,,,,,,
13513,ZWMATyKDsYQ,22.0,32.0," ""/m/02l6bg","/m/0k5j""",,,,,,,,,,
13514,ZWeqHkOh_qg,10.0,20.0," ""/m/0fqfqc""",,,,,,,,,,,
13515,ZX6PyJsY-4Q,150.0,160.0," ""/m/01v_m0""",,,,,,,,,,,
13516,ZX7EzqMBjfo,160.0,170.0," ""/m/04rlf",/m/04szw,/m/05148p4,/m/05r5c,"/m/0dwt5""",,,,,,,
13517,ZXUL9cJ8OuU,60.0,70.0," ""/m/03q5_w","/m/09x0r""",,,,,,,,,,
13518,ZYM1gAgAqdI,10.0,20.0," ""/m/01jt3m","/m/0838f""",,,,,,,,,,
13519,ZYMAD6tYmCs,10.0,20.0," ""/m/07ppn3j""",,,,,,,,,,,
13520,ZYUAY6EN05Q,30.0,40.0," ""/m/0140xf",/m/015lz1,/m/04rlf,"/m/05rwpb""",,,,,,,,
13521,ZYZRnhNhUzA,510.0,520.0," ""/m/0d31p""",,,,,,,,,,,
13522,ZYfUs5OPTzI,30.0,40.0," ""/m/04rlf","/m/07qv_x_""",,,,,,,,,,
13523,ZYjtrPCAlTU,300.0,310.0," ""/m/02_nn","/m/09x0r""",,,,,,,,,,
13524,ZZJK7YZ_NIw,100.0,110.0," ""/m/01swy6","/m/04rlf""",,,,,,,,,,
13525,ZZKEEh0Zrpg,90.0,100.0," ""/m/07qfgpx""",,,,,,,,,,,
13526,ZZjuRFgKNys,10.0,20.0," ""/m/01d3sd""",,,,,,,,,,,
13527,ZZqAZTti_hI,210.0,220.0," ""/m/0dwsp",/m/0dwtp,"/m/0j45pbj""",,,,,,,,,
13528,ZZrvO__SNtA,130.0,140.0," ""/m/03m5k","/m/0d8_n""",,,,,,,,,,
13529,ZZuL34BfdYY,30.0,40.0," ""/m/02fs_r",/m/04rlf,"/m/09x0r""",,,,,,,,,
13530,ZZv91Tz5BUY,330.0,340.0," ""/m/06_y0by""",,,,,,,,,,,
13531,Z_0Ta-m_-hU,110.0,120.0," ""/m/04rlf","/t/dd00037""",,,,,,,,,,
13532,Z_2nM1GEllg,30.0,40.0," ""/m/04rlf","/m/0brhx""",,,,,,,,,,
13533,Z_RF6ppPVKM,20.0,30.0," ""/m/09x0r","/m/0c3f7m""",,,,,,,,,,
13534,Z_XZlEw2FZY,60.0,70.0," ""/m/01h8n0""",,,,,,,,,,,
13535,Z_azJsKJL_4,0.0,10.0," ""/m/0j2kx""",,,,,,,,,,,
13536,Za6RuIev_gg,30.0,40.0," ""/m/03r5q_","/m/04rlf""",,,,,,,,,,
13537,ZaL-ZJVwIw4,270.0,280.0," ""/m/02bm9n",/m/05zc1,/m/0l7xg,"/t/dd00077""",,,,,,,,
13538,ZaeARmx4m0k,30.0,40.0," ""/m/019jd",/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,"/t/dd00092""",,,,,,
13539,ZakhvbPVWIs,10.0,20.0," ""/m/02mk9",/m/07yv9,/m/096m7z,"/m/09x0r""",,,,,,,,
13540,ZaofVJP8QYI,40.0,50.0," ""/m/07pp_mv","/m/0c3f7m""",,,,,,,,,,
13541,Zb10a9nW0ok,50.0,60.0," ""/m/06mb1","/m/07qwyj0""",,,,,,,,,,
13542,Zb2ONJXxRsQ,30.0,40.0," ""/m/032n05""",,,,,,,,,,,
13543,ZbHBMPPuC1s,20.0,30.0," ""/m/01bjv",/m/02rhddq,/m/07yv9,"/m/09x0r""",,,,,,,,
13544,ZbMgwlTkfKg,130.0,140.0," ""/m/07phxs1""",,,,,,,,,,,
13545,ZbP4Ga6Kftc,30.0,40.0," ""/m/02rr_",/m/04rlf,"/m/0g12c5""",,,,,,,,,
13546,ZbW_b_gM6Rk,350.0,360.0," ""/m/015vgc","/m/04rlf""",,,,,,,,,,
13547,ZbWvkiYTgGE,10.0,20.0," ""/m/04rlf","/m/0fd3y""",,,,,,,,,,
13548,Zb_aIF1Wb44,170.0,180.0," ""/m/02_41""",,,,,,,,,,,
13549,ZbfEpDs45Ek,20.0,30.0," ""/m/0195fx",/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,"/t/dd00048""",,,,,,
13550,Zbmm_hXcrA0,160.0,170.0," ""/m/01s0ps",/m/05148p4,"/m/05r5c""",,,,,,,,,
13551,ZbtRzrZxr7A,19.0,29.0," ""/m/01jnbd",/m/04rlf,"/m/09x0r""",,,,,,,,,
13552,Zc4rX7nbRW4,190.0,200.0," ""/m/02rr_",/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,"/m/0g12c5""",,,,,
13553,ZcPzG1adD74,150.0,160.0," ""/m/0d31p""",,,,,,,,,,,
13554,ZcoMzyPVT9M,30.0,40.0," ""/m/07r_k2n""",,,,,,,,,,,
13555,ZctqhSMuA60,30.0,40.0," ""/m/0mbct""",,,,,,,,,,,
13556,ZcyFtJOjEbs,30.0,40.0," ""/m/02bk07","/m/04rlf""",,,,,,,,,,
13557,ZdCd4abfW1M,60.0,70.0," ""/m/04rlf","/m/06bxc""",,,,,,,,,,
13558,ZdXrY1OyNxs,520.0,530.0," ""/m/01j4z9",/m/07k1x,"/m/09x0r""",,,,,,,,,
13559,ZdukkTAJE0U,30.0,40.0," ""/m/01c194""",,,,,,,,,,,
13560,ZdxLr4GaGpU,10.0,20.0," ""/m/07rrh0c","/m/09x0r""",,,,,,,,,,
13561,Ze4flWZENMA,30.0,40.0," ""/m/01v1d8",/m/04rlf,"/m/09x0r""",,,,,,,,,
13562,ZeEUHIbSyEY,30.0,40.0," ""/m/013y1f","/m/03gvt""",,,,,,,,,,
13563,ZeaaQbD5Jxs,20.0,30.0," ""/m/09x0r","/m/0c2wf""",,,,,,,,,,
13564,Zesr3rKGw18,30.0,40.0," ""/m/07qh7jl","/t/dd00077""",,,,,,,,,,
13565,Zf5gYtlz6Pw,0.0,10.0," ""/m/07pp8cl""",,,,,,,,,,,
13566,ZfOEmKm04YU,130.0,140.0," ""/m/04zmvq",/m/06hck5,/m/06wzb,"/m/07rjwbb""",,,,,,,,
13567,ZfSO5LcBo6Q,0.0,10.0," ""/m/04rlf","/t/dd00121""",,,,,,,,,,
13568,ZfXQ8ocJLhU,30.0,40.0," ""/m/01c194","/m/04rlf""",,,,,,,,,,
13569,ZfomwmZ7_Kk,30.0,40.0," ""/m/0150b9""",,,,,,,,,,,
13570,ZfttA0mds-c,30.0,40.0," ""/t/dd00067""",,,,,,,,,,,
13571,Zfub_GqhpbI,470.0,480.0," ""/m/07ptfmf","/m/0dxrf""",,,,,,,,,,
13572,Zg35HWmgWxY,450.0,460.0," ""/m/04rlf","/m/07pxg6y""",,,,,,,,,,
13573,ZgETi-EhDRU,80.0,90.0," ""/m/015lz1",/m/04rlf,"/m/07sbbz2""",,,,,,,,,
13574,ZgaGheLPXys,230.0,240.0," ""/m/014zdl",/m/09x0r,"/m/0g6b5""",,,,,,,,,
13575,Zgc7p3BZKxc,0.0,10.0," ""/m/0790c",/m/07rqsjt,/m/09x0r,"/m/0c1dj""",,,,,,,,
13576,Zgrt23ZztJo,13.0,23.0," ""/m/01g90h","/m/09x0r""",,,,,,,,,,
13577,Zh5aP8eJykg,130.0,140.0," ""/m/012xff","/m/09x0r""",,,,,,,,,,
13578,Zh9sTcXFQ_I,10.0,20.0," ""/m/07q0yl5",/m/09x0r,"/m/0lyf6""",,,,,,,,,
13579,ZhEV3H3mCAg,30.0,40.0," ""/m/032s66","/m/0_1c""",,,,,,,,,,
13580,ZhTE3sWCfBs,0.0,10.0," ""/m/07yv9",/m/09x0r,/m/0h9mv,"/m/0k4j""",,,,,,,,
13581,ZhpkRcAEJzc,3.0,13.0," ""/m/06_fw",/m/07bjf,"/m/09x0r""",,,,,,,,,
13582,Zi3350uEvE8,120.0,130.0," ""/m/0cdnk","/m/0jbk""",,,,,,,,,,
13583,ZiEFeyZG7sE,30.0,40.0," ""/m/07qjznl","/m/07qjznt""",,,,,,,,,,
13584,Zjcgd631S7k,30.0,40.0," ""/m/07pjjrj","/m/07rdhzs""",,,,,,,,,,
13585,Zk5Nx_uVFIk,0.0,10.0," ""/m/028v0c",/m/04rlf,"/m/0b_fwt""",,,,,,,,,
13586,ZkGQhIbEDrs,30.0,40.0," ""/m/025td0t",/m/04rlf,"/m/0gywn""",,,,,,,,,
13587,ZkmtfBzpQlI,20.0,30.0," ""/m/06cqb""",,,,,,,,,,,
13588,Zl5vwBuTQyw,40.0,50.0," ""/m/03q5_w","/m/09x0r""",,,,,,,,,,
13589,ZlSoO0GGX7A,30.0,40.0," ""/m/04rlf",/m/07p9k1k,"/m/09x0r""",,,,,,,,,
13590,ZleHXDirD58,80.0,90.0," ""/m/05pd6""",,,,,,,,,,,
13591,Zm3IrzA_ZPs,14.0,24.0," ""/m/01swy6","/m/09x0r""",,,,,,,,,,
13592,ZmBuaQ-5R8g,80.0,90.0," ""/m/0l156k""",,,,,,,,,,,
13593,ZmbO1DwmUZY,100.0,110.0," ""/m/068hy",/m/07r81j2,"/m/0jbk""",,,,,,,,,
13594,ZmhwOS11ciM,80.0,90.0," ""/m/0283d""",,,,,,,,,,,
13595,ZmqXWTBOkDg,410.0,420.0," ""/m/04rlf","/m/07qnq_y""",,,,,,,,,,
13596,Zmtw8tP-KFo,330.0,340.0," ""/m/0l14t7""",,,,,,,,,,,
13597,Zmv5RK2kwuI,30.0,40.0," ""/m/04rlf","/m/07qwdck""",,,,,,,,,,
13598,ZnBvXFDWpWo,50.0,60.0," ""/m/01hgjl",/m/04rlf,"/m/07qb_dv""",,,,,,,,,
13599,Zne7nhlzUBQ,26.0,36.0," ""/m/015p6",/m/020bb7,/m/07r_25d,"/m/0h0rv""",,,,,,,,
13600,Zno9K9Rvlio,260.0,270.0," ""/m/03qtwd",/m/053hz1,"/t/dd00135""",,,,,,,,,
13601,Zo7ovV2mvCs,110.0,120.0," ""/m/01rd7k",/m/025rv6n,"/m/07svc2k""",,,,,,,,,
13602,Zo9xROGuV3k,30.0,40.0," ""/m/01sm1g",/m/026t6,/m/02hnl,/m/02k_mr,/m/06rvn,/m/0bm02,"/m/0l14md""",,,,,
13603,ZoPYGNoGm_M,10.0,20.0," ""/m/04rlf","/m/04rmv""",,,,,,,,,,
13604,ZoQtR0puIPE,130.0,140.0," ""/m/014yck",/m/07yv9,/m/09x0r,/m/0k5j,"/t/dd00128""",,,,,,,
13605,Zo_wkyXVHPE,30.0,40.0," ""/m/0261r1","/t/dd00125""",,,,,,,,,,
13606,Zob-z2eLj_4,10.0,20.0," ""/m/01z5f",/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,"/m/0jbk""",,,,,,
13607,ZocCGcJcGJE,30.0,40.0," ""/m/04rlf",/t/dd00037,"/t/dd00129""",,,,,,,,,
13608,Zod0m8VClJA,3.0,13.0," ""/m/09x0r","/t/dd00002""",,,,,,,,,,
13609,Zodki5iH4i8,30.0,40.0," ""/m/07rgkc5""",,,,,,,,,,,
13610,Zok0-iEW6bw,70.0,80.0," ""/m/03dnzn",/m/0939n_,/m/09x0r,"/m/0ytgt""",,,,,,,,
13611,ZpJOEj-kX_o,160.0,170.0," ""/m/02bm9n",/m/0l7xg,"/t/dd00077""",,,,,,,,,
13612,ZpKlT6_h5J4,0.0,10.0," ""/m/04rlf","/t/dd00037""",,,,,,,,,,
13613,ZpNgv_lXz4M,320.0,330.0," ""/m/03fwl",/m/07q0h5t,"/m/0jbk""",,,,,,,,,
13614,ZpbP0EwKkhA,40.0,50.0," ""/m/04rlf","/t/dd00032""",,,,,,,,,,
13615,Zpiz0W1gWj0,130.0,140.0," ""/m/0164x2","/m/04rlf""",,,,,,,,,,
13616,ZpnEn0A4ogc,210.0,220.0," ""/m/01xqw",/m/02fsn,"/m/0l14_3""",,,,,,,,,
13617,Zq5Mc9aN4rg,0.0,3.0," ""/m/030rvx""",,,,,,,,,,,
13618,Zq92ED3IvLQ,120.0,130.0," ""/m/02lkt",/m/04rlf,/m/06cqb,"/m/0glt670""",,,,,,,,
13619,ZqI4BGYrkPQ,30.0,40.0," ""/m/04rlf","/m/07qwdck""",,,,,,,,,,
13620,ZqJXEJJMEFo,160.0,170.0," ""/m/03qtwd","/t/dd00135""",,,,,,,,,,
13621,ZrX9I_dJXQU,50.0,60.0," ""/m/02qmj0d""",,,,,,,,,,,
13622,Zrh0sk7uqBc,130.0,140.0," ""/m/015lz1",/m/04rlf,"/m/05w3f""",,,,,,,,,
13623,ZrkvPqsR8Qs,310.0,320.0," ""/m/04rlf","/t/dd00032""",,,,,,,,,,
13624,ZrnexF1V-6w,220.0,230.0," ""/m/04rlf",/m/07s2xch,/m/09x0r,"/t/dd00125""",,,,,,,,
13625,ZspyTazOS8I,110.0,120.0," ""/m/068hy",/m/07pyy8b,/m/0bt9lr,"/m/0jbk""",,,,,,,,
13626,Zt5AB10efwg,80.0,90.0," ""/m/024dl""",,,,,,,,,,,
13627,ZtLhqUJzd0g,70.0,80.0," ""/m/02p3nc","/m/09x0r""",,,,,,,,,,
13628,ZtOHVkWTqa0,50.0,60.0," ""/m/04rlf","/m/07qqyl4""",,,,,,,,,,
13629,ZtcHktwEfAU,0.0,10.0," ""/m/0192l","/m/085jw""",,,,,,,,,,
13630,ZtcXa5COxHM,10.0,20.0," ""/m/01jg1z","/m/04rlf""",,,,,,,,,,
13631,ZthT5nwFkJg,60.0,70.0," ""/m/02_41""",,,,,,,,,,,
13632,ZtmAFPwKpUw,30.0,40.0," ""/m/07r_80w","/m/09d5_""",,,,,,,,,,
13633,ZuD1jCNlTNw,190.0,200.0," ""/m/01d380",/m/07k1x,/m/07ptzwd,/m/0838f,"/m/0_ksk""",,,,,,,
13634,ZuF8hkiuDRQ,30.0,40.0," ""/m/014zdl",/m/04rlf,/m/07qsvvw,"/m/09x0r""",,,,,,,,
13635,ZuJIlrPZeWE,570.0,580.0," ""/m/07qs1cx",/m/09x0r,"/t/dd00125""",,,,,,,,,
13636,ZurNzGlKrFo,520.0,530.0," ""/m/07s02z0","/m/09x0r""",,,,,,,,,,
13637,Zv3aCtArM5Y,30.0,40.0," ""/m/04rlf",/m/0939n_,/m/09x0r,"/m/0l14gg""",,,,,,,,
13638,ZvBWKPx_ds8,17.0,27.0," ""/m/04cvmfc","/m/0jbk""",,,,,,,,,,
13639,ZvGZxyoUDq4,0.0,8.0," ""/m/07s02z0""",,,,,,,,,,,
13640,ZvKn6e1AZCU,0.0,8.0," ""/m/01b_21""",,,,,,,,,,,
13641,Zvp66CheJHM,150.0,160.0," ""/m/07pqc89""",,,,,,,,,,,
13642,ZvvCL0v9r_8,440.0,450.0," ""/m/07r67yg""",,,,,,,,,,,
13643,Zvvw3YKyKkc,50.0,60.0," ""/m/015lz1",/m/04rlf,"/m/05r6t""",,,,,,,,,
13644,Zvwpz91fKnU,140.0,150.0," ""/m/02p01q","/m/083vt""",,,,,,,,,,
13645,ZvzHWhnWz0o,120.0,130.0," ""/m/04rlf",/m/07q4ntr,"/m/07rwj3x""",,,,,,,,,
13646,ZwDVC8UTrcQ,390.0,400.0," ""/m/02rr_","/m/07m2kt""",,,,,,,,,,
13647,ZwLfj7tvpdc,110.0,120.0," ""/m/04rlf","/m/06rqw""",,,,,,,,,,
13648,ZwTq1o2Y2Qo,590.0,600.0," ""/m/01z47d","/m/04rlf""",,,,,,,,,,
13649,ZwWAz80zZKw,80.0,90.0," ""/m/03m5k","/m/0d8_n""",,,,,,,,,,
13650,ZwvwAX-VPO4,70.0,80.0," ""/m/02p3nc","/m/09x0r""",,,,,,,,,,
13651,ZxAWfEq4zYY,19.0,29.0," ""/m/01xq0k1",/m/07rpkh9,"/m/0ch8v""",,,,,,,,,
13652,ZxCra-ZSqww,110.0,120.0," ""/m/015lz1","/m/07pws3f""",,,,,,,,,,
13653,ZxJmzftSRQw,15.0,25.0," ""/m/02yds9""",,,,,,,,,,,
13654,ZxMOwEU-_Z4,30.0,40.0," ""/m/06xkwv","/m/07rcgpl""",,,,,,,,,,
13655,ZxacVRF7i1A,140.0,150.0," ""/m/07rknqz",/m/07yv9,/m/0k4j,"/m/0ltv""",,,,,,,,
13656,ZxmUuLjuStA,100.0,110.0," ""/m/09x0r","/t/dd00013""",,,,,,,,,,
13657,Zxyh9aH9qDg,60.0,70.0," ""/m/04rlf","/m/07qqyl4""",,,,,,,,,,
13658,Zy1T7kvM8aQ,30.0,40.0," ""/m/02qldy","/m/09x0r""",,,,,,,,,,
13659,Zy2LsyinGcY,10.0,20.0," ""/m/01z5f",/m/05tny_,/m/068hy,/m/07qf0zm,/m/0bt9lr,"/m/0jbk""",,,,,,
13660,Zy4P51xmQF4,30.0,40.0," ""/m/04rlf",/m/09x0r,"/m/0l14qv""",,,,,,,,,
13661,ZyOs0QyzR1E,90.0,100.0," ""/m/07r67yg""",,,,,,,,,,,
13662,ZyWOua6VzZE,30.0,40.0," ""/m/01hnzm",/m/04rlf,"/m/09x0r""",,,,,,,,,
13663,Zy_YSROQmlE,170.0,180.0," ""/m/04rlf","/m/0gywn""",,,,,,,,,,
13664,Zyzsi7aXiCA,30.0,40.0," ""/m/07qlf79","/m/09x0r""",,,,,,,,,,
13665,ZzXkHCN4FyQ,30.0,40.0," ""/m/02c8p","/m/09x0r""",,,,,,,,,,
13666,Zzho-bOgVLU,150.0,160.0," ""/m/07plct2""",,,,,,,,,,,
13667,ZzyWbehtt0M,30.0,40.0," ""/m/0155w",/m/015lz1,/m/015y_n,/m/01lyv,/m/04rlf,/m/06j6l,"/m/0g293""",,,,,
13668,_-CrlQhL3zs,30.0,40.0," ""/m/01j4z9""",,,,,,,,,,,
13669,_-Mw8cLMh3A,90.0,100.0," ""/m/0242l""",,,,,,,,,,,
13670,_-_6VO7DIFU,20.0,30.0," ""/m/04rlf","/t/dd00003""",,,,,,,,,,
13671,_-lXVZ9QpO8,310.0,320.0," ""/m/02mk9",/m/07rknqz,/m/07yv9,/m/0h9mv,"/m/0k4j""",,,,,,,
13672,_0-2meOf9qY,10.0,20.0," ""/m/01jnbd",/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,"/t/dd00125""",,,,,,
13673,_0JKl45OmKY,140.0,150.0," ""/m/014zdl",/m/09x0r,"/t/dd00125""",,,,,,,,,
13674,_0Jd6JJeyJ4,7.0,17.0," ""/m/07qv4k0","/m/09x0r""",,,,,,,,,,
13675,_0M9Tl1fx4Y,110.0,120.0," ""/m/04rlf","/m/05r6t""",,,,,,,,,,
13676,_0NRILmQcWU,50.0,60.0," ""/m/02fxyj""",,,,,,,,,,,
13677,_0SSMHzeztw,30.0,40.0," ""/m/07pbtc8""",,,,,,,,,,,
13678,_0Xc0jpHq6w,0.0,10.0," ""/m/04gxbd""",,,,,,,,,,,
13679,_0bN5mYLXb0,280.0,290.0," ""/m/013y1f","/m/03gvt""",,,,,,,,,,
13680,_0bOQtWbqVc,250.0,260.0," ""/m/0c2wf""",,,,,,,,,,,
13681,_0juHQd5_k0,40.0,50.0," ""/m/03cczk","/m/07s12q4""",,,,,,,,,,
13682,_0wt8z6h-cE,150.0,160.0," ""/m/02p3nc",/m/07mzm6,"/m/09x0r""",,,,,,,,,
13683,_1VZUONWYm4,0.0,10.0," ""/m/01h8n0","/m/09x0r""",,,,,,,,,,
13684,_1Vip925B2Q,30.0,40.0," ""/m/04rlf","/m/07qlwh6""",,,,,,,,,,
13685,_1tgGPyoUc0,0.0,10.0," ""/m/07rgkc5""",,,,,,,,,,,
13686,_2MXlOXq9k8,340.0,350.0," ""/m/01b82r",/m/07pdjhy,/m/07pl1bw,"/m/083vt""",,,,,,,,
13687,_2P_EJsnBls,80.0,90.0," ""/m/015lz1",/m/04rlf,"/m/06j64v""",,,,,,,,,
13688,_2qoS7gIpU8,320.0,330.0," ""/m/04rlf",/m/09x0r,"/t/dd00121""",,,,,,,,,
13689,_2sUNhx3img,30.0,40.0," ""/m/013y1f","/m/03xq_f""",,,,,,,,,,
13690,_2wFjBoreaY,90.0,100.0," ""/m/01p970",/m/026t6,"/m/0l14md""",,,,,,,,,
13691,_2ywR8Gj9dk,0.0,9.0," ""/m/07p_0gm""",,,,,,,,,,,
13692,_2z2da8mGQw,70.0,80.0," ""/m/02p01q""",,,,,,,,,,,
13693,_3GnNMrDuCs,150.0,160.0," ""/m/01xqw",/m/02fsn,"/m/0l14_3""",,,,,,,,,
